N SFR z x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 y1 y2 y3 y4 y5 y6 y7 y8 y9 y10 y11 y12 y13 ye1 ye2 ye3 ye4 ye5 ye6 ye7 ye8 ye9 ye10 ye11 ye12 ye13
33.0 0.698229267526123 1.9000000000000001 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 6.523379012189421e-06 4.477794958317031e-06 1.1823504662193847e-06 4.323226416426593e-07 3.2016538058207263e-07 2.216961623656557e-07 3.4472745280901545e-08 1.626819909916487e-08 8.274059583129742e-09 4.506859749513077e-09 1.7846440702550437e-09 4.4515280833541334e-10 1.2434290502262203e-14 6.523379012189422e-07 4.4777949583170316e-07 1.1823504662193848e-07 4.323226416426593e-08 3.2016538058207263e-08 2.216961623656557e-08 3.4472745280901545e-09 1.6268199099164872e-09 8.274059583129742e-10 4.5068597495130774e-10 1.7846440702550437e-10 4.4515280833541335e-11 1.2434290502262204e-15
34.0 0.0001334839377780558 0.8 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 8.450547788662647e-07 1.2376478065487158e-06 1.0361166242580726e-06 7.976935193412835e-07 6.284337508332085e-07 5.224807827820955e-07 3.27790455412278e-07 1.9031649387530694e-07 9.078006213779255e-08 2.4689087127622644e-08 3.20144652286997e-09 3.913410763870959e-10 1.27311067111197e-11 8.450547788662647e-08 1.2376478065487158e-07 1.0361166242580727e-07 7.976935193412836e-08 6.284337508332086e-08 5.224807827820956e-08 3.27790455412278e-08 1.9031649387530694e-08 9.078006213779256e-09 2.4689087127622648e-09 3.20144652286997e-10 3.9134107638709595e-11 1.27311067111197e-12
35.0 5.379710415715505e-12 0.2 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 2.5773695968424222e-08 2.983330565673607e-08 5.2410113385609893e-08 3.999431720254715e-08 3.729591754336581e-08 3.375213539127663e-08 2.0238132228428985e-08 1.2711180536059964e-08 7.32378912537256e-09 3.2576208880173608e-09 4.660291869750589e-10 1.0651940029508301e-10 4.269196795654806e-13 2.5773695968424225e-09 2.9833305656736073e-09 5.2410113385609895e-09 3.999431720254715e-09 3.729591754336581e-09 3.3752135391276632e-09 2.0238132228428987e-09 1.2711180536059965e-09 7.32378912537256e-10 3.257620888017361e-10 4.6602918697505896e-11 1.0651940029508302e-11 4.269196795654806e-14
36.0 0.017094878329623347 1.1 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 3.257563012132893e-07 4.1257631298047994e-07 3.131460379314781e-07 2.2887732607108984e-07 2.128659404582237e-07 1.929343919826158e-07 1.3720235886328549e-07 1.1018611101937765e-07 4.975450429244355e-08 4.4711407343120755e-08 3.969034837229138e-08 3.704818490286104e-08 2.8499982810681425e-09 3.2575630121328934e-08 4.1257631298047994e-08 3.131460379314781e-08 2.2887732607108986e-08 2.1286594045822372e-08 1.929343919826158e-08 1.372023588632855e-08 1.1018611101937766e-08 4.9754504292443555e-09 4.471140734312076e-09 3.969034837229138e-09 3.7048184902861045e-09 2.849998281068143e-10
37.0 0.052942308804210976 0.6000000000000001 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 6.417246297131528e-07 8.306958561358125e-07 8.333996301856427e-07 6.571213605260228e-07 6.064926034192475e-07 5.234292015482453e-07 3.0022174278313314e-07 2.285347412808791e-07 1.6871467651772184e-07 9.969665927559772e-08 3.8032065587160715e-08 2.6560404268050816e-08 1.6741944124431834e-09 6.417246297131528e-08 8.306958561358125e-08 8.333996301856428e-08 6.571213605260228e-08 6.064926034192476e-08 5.2342920154824535e-08 3.002217427831331e-08 2.285347412808791e-08 1.6871467651772185e-08 9.969665927559772e-09 3.8032065587160715e-09 2.656040426805082e-09 1.6741944124431835e-10
38.0 8.67867127847255e-05 0.9 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 7.345867275699966e-06 8.018976478488309e-06 3.2267383047886414e-06 1.3271940724256521e-06 9.819622454970023e-07 6.896928478789759e-07 1.6727266499193635e-07 6.350500709364538e-08 6.914141320938323e-09 2.7306733233777055e-09 3.3646474726949304e-11 2.968025705157077e-12 1.9574992086950045e-16 7.345867275699967e-07 8.018976478488309e-07 3.226738304788642e-07 1.3271940724256523e-07 9.819622454970024e-08 6.896928478789759e-08 1.6727266499193637e-08 6.350500709364538e-09 6.914141320938323e-10 2.7306733233777057e-10 3.3646474726949307e-12 2.968025705157077e-13 1.9574992086950046e-17
39.0 0.0013682485751537147 1.4000000000000001 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 2.593020728636545e-06 2.0862614046501215e-06 9.533159691471413e-07 4.3724239311686144e-07 3.6136519395326554e-07 2.940920966031668e-07 6.77434509987648e-08 2.1614379158319328e-08 6.5776385440106854e-09 6.482961010517304e-10 2.337164124438312e-10 1.2817389991061436e-10 2.713983927753868e-13 2.5930207286365454e-07 2.0862614046501215e-07 9.533159691471414e-08 4.372423931168615e-08 3.613651939532656e-08 2.9409209660316683e-08 6.7743450998764796e-09 2.161437915831933e-09 6.577638544010686e-10 6.482961010517305e-11 2.3371641244383122e-11 1.2817389991061436e-11 2.713983927753868e-14
40.0 0.0417064325255267 0.7000000000000001 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 6.722812274077981e-07 1.0899137312010254e-06 1.1521376719397067e-06 1.0318480361777081e-06 9.146910926956203e-07 8.623099463072246e-07 6.438935369304847e-07 5.118262116957965e-07 4.2341356089306866e-07 1.9926494867003848e-07 1.363803470846107e-07 1.4947202622827055e-07 2.073071394740996e-08 6.722812274077981e-08 1.0899137312010254e-07 1.1521376719397068e-07 1.0318480361777082e-07 9.146910926956204e-08 8.623099463072247e-08 6.438935369304848e-08 5.118262116957965e-08 4.234135608930687e-08 1.9926494867003848e-08 1.363803470846107e-08 1.4947202622827055e-08 2.0730713947409964e-09
41.0 0.0022167789728991015 1.6 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 2.68216545459333e-05 1.8254819447324248e-05 5.978047347163359e-06 2.201833978907789e-06 1.611432482872621e-06 1.1757677420009687e-06 2.1199971095677843e-07 3.7434620064037016e-08 1.4851276538832128e-08 5.743150744739504e-10 1.7658380418594824e-10 7.115014267839803e-11 8.071393433540566e-14 2.6821654545933302e-06 1.8254819447324248e-06 5.978047347163359e-07 2.201833978907789e-07 1.6114324828726212e-07 1.1757677420009688e-07 2.1199971095677843e-08 3.7434620064037015e-09 1.485127653883213e-09 5.743150744739504e-11 1.7658380418594825e-11 7.115014267839803e-12 8.071393433540566e-15
42.0 1.0588023987995103e-08 0.9 68548822645266.2 84722741414059.81 138356637897178.1 181970085860998.25 195433945577539.62 214289060112005.62 285101826750391.0 338064836205981.56 398107170553496.94 481947797625127.1 633869711256926.4 833681184619633.1 1976969640111858.0 6.562525834996539e-08 7.903325497492674e-08 4.6152965733685276e-08 2.502415734071249e-08 2.0210322954650965e-08 1.6005019609441588e-08 6.038198238783821e-09 3.015213846451689e-09 4.1234734883363326e-10 2.4183364080415616e-10 4.811927281473476e-12 1.8127010834805109e-12 1.110042239829321e-14 6.562525834996539e-09 7.903325497492674e-09 4.615296573368528e-09 2.5024157340712493e-09 2.0210322954650968e-09 1.6005019609441589e-09 6.038198238783821e-10 3.0152138464516896e-10 4.123473488336333e-11 2.4183364080415618e-11 4.811927281473477e-13 1.8127010834805109e-13 1.110042239829321e-15
